Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
14307,8,2.0,55.4935507621877,31.86332870069069,9.0,16,14.0,2005,0.458174486,B,A,26,4439,1,1130.0,1,5,B
5669,67,2.0,48.177732028495406,29.18953073356276,6.0,8,9.0,1975,0.100455735,B,B,43,7227,0,,1,6,A
13462,55,3.0,61.07003979974992,44.83078021432773,6.0,10,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
6246,26,2.0,48.01692214823677,44.85408662627032,5.0,1,5.0,1965,0.0,B,B,36,6714,2,2672.0,0,2,B
9297,148,2.0,61.87886298833217,35.836544214024634,10.0,4,17.0,1986,0.313924552,B,B,22,4625,11,3855.0,2,10,B
11746,66,2.0,42.30313816263457,27.327735130197315,5.0,4,5.0,1962,0.161975568,B,A,31,7010,5,4508.0,3,7,B
10859,87,1.0,41.357161586881936,18.878705236351934,8.0,8,17.0,1986,0.100455735,B,B,43,7227,0,,1,6,A
15567,87,2.0,53.063084301863526,31.784614163021487,8.0,5,12.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
4222,55,2.0,57.33727924597143,36.6787410818435,9.0,16,17.0,1998,0.041365446,B,B,31,5569,0,,1,4,B
903,15,2.0,64.71893532395197,32.09149416776168,2.0,6,14.0,2009,0.158249043,B,B,21,5731,0,,1,0,B
7494,1,2.0,65.32888196876655,,10.0,3,17.0,2015,0.007122317,B,B,1,264,0,,0,1,B
11877,1,2.0,65.5039899716635,,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
7963,92,2.0,43.92684380099568,22.93781345635486,7.0,6,12.0,1967,0.460556389,B,B,20,4386,14,,1,5,B
7363,30,3.0,85.74101988131868,84.95760601322195,10.0,16,18.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
13675,78,1.0,43.77742840416781,22.09011874659169,10.0,19,22.0,2006,0.219006007,B,B,28,6746,3,,1,4,B
2641,30,2.0,68.68285775864122,,1.0,12,12.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2825,8,2.0,62.64316081071747,33.442774413492735,10.0,13,22.0,2005,0.43788524,B,B,23,5735,3,1084.0,0,5,B
1630,62,2.0,77.78996065431599,80.93539748360244,10.0,12,17.0,2015,0.072157581,B,B,2,629,1,,0,0,A
1510,88,3.0,62.36754608180144,45.03172269790953,5.0,9,9.0,1974,0.127375905,B,B,43,8429,3,,3,9,B
4079,75,2.0,45.14419572295914,25.81955323502757,5.0,5,5.0,1962,0.307466659,B,A,30,5048,9,325.0,2,5,B
4567,44,1.0,36.8476300590569,19.094182475639247,5.0,5,9.0,1970,0.036122292,B,B,24,4378,0,1036.0,1,1,B
11908,101,2.0,42.884858508302095,24.81938440195423,7.0,10,12.0,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B
15857,1,3.0,85.30647924931667,,0.0,18,0.0,1977,0.007122317,B,B,1,264,0,,0,1,B
113,27,2.0,65.54824943870808,35.07127777627526,0.0,17,0.0,1977,0.017647053,B,B,2,469,0,,0,0,B
11380,1,2.0,72.41652586657902,74.90460254971666,1.0,8,8.0,2016,0.007122317,B,B,1,264,0,,0,1,B
8792,23,3.0,106.7295812787054,,1.0,26,9.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
946,18,1.0,44.76991680609955,23.175812118735,8.0,15,14.0,1988,0.0,B,B,30,5562,0,,0,5,A
3476,147,1.0,40.19293671227915,22.433394767407407,9.0,12,12.0,1972,0.319809354,B,B,25,4756,16,2857.0,5,8,B
7330,27,3.0,80.88644153468981,,1.0,3,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B
5377,6,3.0,79.78620443302081,48.667722484615815,12.0,3,17.0,1982,0.243204519,B,B,5,1564,0,540.0,0,0,B
13845,27,1.0,42.56705826555818,,1.0,17,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2127,85,2.0,69.12203317157766,5.212356307279322,1.0,10,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4819,31,3.0,61.22696118742204,49.0405886972996,5.0,4,5.0,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B
14918,29,2.0,84.79723573319764,40.222558950179966,11.0,26,30.0,2014,0.069660344,B,B,31,6119,4,,1,2,B
13733,58,2.0,51.55587134432648,32.09611426304366,6.0,3,9.0,1970,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
3384,11,3.0,71.99063947254541,68.54914184365518,0.0,2,4.0,1977,0.012338886,B,B,35,5776,1,2078.0,2,4,B
9803,113,2.0,87.50464148544675,50.23301032382071,13.0,5,16.0,2004,0.050755569,B,B,24,5469,1,145.0,0,1,B
3877,21,1.0,40.65928909063948,21.72145894501467,8.0,9,14.0,1992,0.194489265,B,B,47,8004,3,125.0,3,5,B
13573,61,1.0,46.06281490710816,22.926040179586423,8.0,12,12.0,1980,0.300322518,B,B,52,10311,6,,1,9,B
5691,28,2.0,45.5023293731774,30.8852471682987,5.0,5,5.0,1968,0.118537385,B,B,30,6207,1,1183.0,1,0,B
512,1,2.0,65.8289967593814,,0.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
15264,53,2.0,44.222793432780215,29.153547074364543,5.0,1,9.0,1976,0.313924552,B,B,22,4625,11,3855.0,2,10,B
1380,53,1.0,38.00762421672708,19.42118259536973,9.0,10,12.0,1971,0.049637257,B,B,34,7759,0,229.0,1,3,B
8432,52,2.0,65.43531192048978,66.84014043162317,1.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
2896,23,2.0,53.23632360129342,,8.0,6,17.0,1977,0.034656082,B,B,0,168,0,,0,0,B
2573,27,2.0,66.33182664515653,,1.0,10,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B
7661,32,3.0,95.96722040118588,57.25235361436472,11.0,14,17.0,2003,0.135649789,B,B,46,7960,6,350.0,3,11,B
12889,119,2.0,48.76420642868803,29.119185659944787,5.0,6,5.0,1964,0.000995363,B,B,42,7651,1,,1,5,B
6560,9,3.0,79.08401924235541,1.298378838602511,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
16166,31,2.0,88.18601207698258,54.253581569612805,16.0,31,40.0,2012,0.151346216,B,A,32,5889,10,830.0,4,1,B
8041,76,1.0,39.70596909266,19.4053337052889,9.0,8,12.0,1970,0.0,B,B,7,1660,39,1786.0,1,5,B
4118,1,1.0,44.24239609169,,1.0,2,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
15896,9,1.0,41.86281062255679,26.74419716013925,8.0,4,14.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
13601,6,1.0,42.098529972577865,5.948005138598387,1.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11350,32,1.0,37.362347202556855,15.591407964282716,13.0,19,25.0,2015,0.135649789,B,B,46,7960,6,350.0,3,11,B
4695,1,1.0,40.19847184508317,21.807061075159822,10.0,12,17.0,2017,0.007122317,B,B,1,264,0,,0,1,B
16537,2,3.0,47.97305570752284,28.52566955656111,5.0,5,5.0,1960,0.0,B,B,33,7425,1,,2,5,B
3177,6,2.0,61.79747415948782,,12.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
5886,1,3.0,76.2733986587787,49.6775062995469,10.0,11,17.0,1989,0.025609157,B,B,33,5261,0,240.0,3,1,B
7591,170,3.0,61.37492724098669,45.189792194634784,6.0,4,9.0,1964,0.21843974,B,B,21,4472,6,1450.0,4,7,A
2807,27,3.0,100.86724999121516,53.117269461260776,12.0,9,14.0,2011,0.041116354,B,B,53,14892,4,,1,4,B
13572,30,2.0,63.73875024628544,49.44228838387225,10.0,3,15.0,2014,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
9415,74,1.0,47.65535875687625,,1.0,3,1.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
14026,71,2.0,63.947172783384296,33.73634456693656,10.0,12,22.0,1985,0.407276235,A,B,9,1768,0,370.0,0,0,A
134,12,2.0,55.40477695488126,30.48129671169313,8.0,15,14.0,1991,0.090799103,B,B,74,19083,2,,5,15,B
3325,27,2.0,63.30607472090525,,1.0,14,1.0,1977,0.011654127,B,B,4,915,0,,0,0,B
7435,91,2.0,48.3412217503949,31.381614356323148,6.0,7,9.0,1974,0.333891544,B,B,30,6564,1,,0,0,B
13336,125,2.0,46.43500506809298,29.11849079175792,6.0,7,9.0,1972,0.194489265,B,B,47,8004,3,125.0,3,5,B
1464,27,1.0,44.857082527189895,20.844764078263527,12.0,8,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
3818,31,3.0,59.58720151423554,40.477183928397714,5.0,4,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
4048,26,1.0,83.78632923735773,36.61505212250033,14.0,16,30.0,2011,0.0,B,B,36,6714,2,2672.0,0,2,B
16220,82,3.0,70.98756330278698,49.74822152548919,7.0,13,16.0,1986,0.037316452,B,B,32,6748,93,562.0,4,10,B
9907,58,2.0,62.67231158989245,61.55892486597909,0.0,8,12.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
5551,30,3.0,86.69855297322044,88.58914961144241,1.0,9,12.0,2014,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1588,34,3.0,83.39982784722473,45.49308652179234,9.0,4,22.0,1996,0.069753361,B,B,53,13670,4,,1,11,B
4176,0,2.0,42.96746158847596,29.40784130754601,5.0,5,5.0,1962,0.319809354,B,B,25,4756,16,2857.0,5,8,B
15321,63,1.0,59.18363185293994,55.38315887944349,1.0,19,17.0,2019,0.23861713,B,B,26,3889,6,705.0,3,6,B
15397,7,4.0,90.87987851545547,56.65565568725043,11.0,4,14.0,1999,0.035145267,B,B,42,9292,3,2620.0,0,3,B
6904,13,1.0,39.74831423808261,22.805144034701737,8.0,8,17.0,1997,0.090799103,B,B,74,19083,2,,5,15,B
8948,18,1.0,42.21703842293511,21.758671751237827,8.0,2,17.0,1996,0.0,B,B,30,5562,0,,0,5,A
15220,9,1.0,37.84917234145844,23.68249144638565,7.0,5,17.0,1997,0.161531741,B,B,25,5648,1,30.0,2,4,B
12603,27,3.0,87.11106179723497,52.263326325483405,17.0,2,3.0,2014,0.011654127,B,B,4,915,0,,0,0,B
436,96,1.0,39.82889019656105,24.11813461581805,8.0,6,12.0,2000,0.041116354,B,B,53,14892,4,,1,4,B
3420,9,1.0,38.39566517656586,17.33154273240228,8.0,11,14.0,2010,0.31019913,B,B,11,2748,1,,0,0,B
9278,61,2.0,51.12827687319889,34.33956345273305,6.0,9,12.0,1975,0.300322518,B,B,52,10311,6,,1,9,B
6946,85,2.0,46.06167887246925,30.61073204554912,6.0,3,9.0,1976,0.037177818,B,B,52,11217,1,2300.0,1,7,B
11518,23,2.0,64.39343125239743,,1.0,6,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
6524,30,2.0,67.6926820649881,67.67809797936907,1.0,10,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
14669,75,1.0,28.76735283810825,16.443666056432008,5.0,4,9.0,1979,0.307466659,B,A,30,5048,9,325.0,2,5,B
4539,145,1.0,38.00717563385674,20.636444224450376,8.0,15,17.0,1977,0.0,B,B,30,5562,0,,0,5,A
11373,6,3.0,81.86683460288094,,1.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6378,40,1.0,34.98324467468941,18.521909849821512,5.0,3,5.0,1966,0.210473241,B,B,11,2398,2,1994.0,3,0,B
3303,74,2.0,80.52475085302316,,0.0,5,0.0,1977,0.309479124,B,B,35,7715,4,990.0,0,6,B
4600,145,2.0,61.93324195395563,36.95878055129681,10.0,16,17.0,1989,0.0,B,B,30,5562,0,,0,5,A
12994,113,2.0,47.73561210782361,30.655237789026103,5.0,5,5.0,1967,0.307466659,B,A,30,5048,9,325.0,2,5,B
8494,21,3.0,35.585009560446366,34.67403727886364,6.0,8,9.0,1975,0.194489265,B,B,47,8004,3,125.0,3,5,B
10571,5,2.0,54.96951500459082,,1.0,24,1.0,1977,0.150817539,B,B,16,3433,4,2643.0,4,5,B
5659,46,2.0,44.43676357946644,45.86483638211371,1.0,2,9.0,1973,0.0,B,B,47,11319,0,1145.0,3,5,B
8254,29,2.0,45.69373945180306,27.468975008406204,5.0,5,5.0,1964,0.086885265,B,B,10,2277,2,1547.0,0,0,B
7475,23,2.0,54.66495853159483,,1.0,5,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
1793,118,1.0,34.90591408820963,18.5337677925834,5.0,3,8.0,1961,0.341071945,B,B,27,5664,48,2300.0,3,11,B
4994,38,3.0,87.3583065374067,48.261594951011325,11.0,15,16.0,2002,0.060753049,B,B,15,2787,2,520.0,0,7,B
8796,27,1.0,46.26376003365632,,1.0,11,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
12117,57,3.0,59.76009197453868,40.077613335094775,5.0,9,9.0,1970,0.133215333,B,B,49,11395,3,1406.0,3,4,A
12953,170,3.0,82.43411452510243,53.30585522413501,8.0,14,14.0,1975,0.21843974,B,B,21,4472,6,1450.0,4,7,A
15243,53,2.0,56.8729254389097,,0.0,20,0.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
15079,23,2.0,62.523478355446,,1.0,15,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
5281,34,4.0,98.49159665953,89.91552400757601,1.0,8,9.0,2015,0.069753361,B,B,53,13670,4,,1,11,B
9167,96,2.0,51.58299683059343,35.96392074686476,8.0,6,10.0,1994,0.041116354,B,B,53,14892,4,,1,4,B
2874,99,2.0,46.4731215661529,30.653943617807112,5.0,4,5.0,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3616,58,2.0,64.87918150522493,,1.0,4,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
10436,80,2.0,46.92797246772996,27.85895593593848,6.0,3,9.0,1976,0.0,B,B,39,8647,0,810.0,0,5,B
11031,122,3.0,72.40171822425404,46.63353213706645,10.0,5,14.0,1995,0.033493708,B,B,66,10573,1,1322.0,3,8,B
10272,9,3.0,77.67927907920622,45.32494510197428,10.0,3,14.0,1992,0.161531741,B,B,25,5648,1,30.0,2,4,B
12271,6,2.0,62.06888463798274,,1.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4976,52,2.0,45.87749808411965,30.578283348672443,5.0,9,9.0,1982,0.371148999,B,B,34,7065,1,750.0,2,5,B
6052,62,1.0,53.75248825796945,,1.0,6,4.0,2014,0.072157581,B,B,2,629,1,,0,0,A
8995,28,2.0,55.98941167215157,29.41056658606215,11.0,2,16.0,1990,0.118537385,B,B,30,6207,1,1183.0,1,0,B
2886,12,2.0,55.63101702848916,33.13934348673409,8.0,13,14.0,1987,0.090799103,B,B,74,19083,2,,5,15,B
6779,98,2.0,54.971508534788846,30.93432712537425,11.0,13,16.0,1978,0.195781053,B,B,23,5212,6,,3,2,B
13454,11,2.0,44.48795120333836,31.2494790843348,5.0,3,5.0,1964,0.038692987,B,B,28,6533,1,1015.0,2,5,B
1959,10,2.0,48.4488353492819,33.44543016743453,6.0,4,9.0,1969,0.089039719,B,B,33,7976,5,,0,11,B
13900,169,1.0,48.53024790518637,,0.0,8,0.0,1977,0.178916796,B,B,18,3594,4,192.0,1,5,B
12409,19,3.0,81.95835167141978,48.94254118943232,10.0,18,17.0,1996,0.000991363,B,B,33,6783,3,,1,9,B
14381,91,2.0,52.24550037389147,31.479656790823302,10.0,14,12.0,1977,0.033493708,B,B,66,10573,1,1322.0,3,8,B
10222,55,2.0,56.35612102337564,32.72022154882839,8.0,11,14.0,1991,0.041365446,B,B,31,5569,0,,1,4,B
52,1,3.0,108.65261535151316,1.6944692117030344,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3102,30,1.0,42.0768609016484,,1.0,7,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
3341,62,3.0,112.11401886382689,112.24784145945088,112.0,3,3.0,2017,0.072157581,B,B,2,629,1,,0,0,A
11228,6,1.0,79.09204793622216,5.7986639628099725,1.0,3,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11061,101,2.0,44.14614138151646,29.205543660786184,5.0,5,5.0,1967,0.225824954,A,B,41,6558,7,1548.0,3,2,B
2193,20,3.0,78.31526555154767,45.30293560620768,8.0,5,17.0,1994,0.019508796,B,B,37,7687,11,176.0,5,5,B
7769,124,4.0,189.6795763834105,114.7086732256983,4.0,19,40.0,2013,0.174739084,B,B,17,3379,9,100.0,0,3,B
264,30,3.0,79.92059187187422,,1.0,13,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
14106,6,2.0,67.93371378171004,,12.0,11,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3642,57,2.0,47.93619512775221,29.93650752089387,6.0,8,9.0,1974,0.133215333,B,B,49,11395,3,1406.0,3,4,A
10387,1,2.0,65.12320444149329,,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3359,124,1.0,44.65574403758029,23.60153149878052,8.0,11,14.0,1987,0.122090347,B,B,29,6566,7,1894.0,4,0,B
3531,3,1.0,38.052598703234246,22.84464460709457,9.0,5,14.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
6252,53,1.0,42.35108108277896,22.67280698966259,8.0,1,12.0,1982,0.049637257,B,B,34,7759,0,229.0,1,3,B
4867,1,2.0,71.41014035028934,38.440216238470136,9.0,9,25.0,2016,0.007122317,B,B,1,264,0,,0,1,B
5779,23,1.0,31.841014398825717,30.939042271209964,1.0,5,4.0,1977,0.034656082,B,B,0,168,0,,0,0,B
5806,8,1.0,36.56453984475184,21.16888468040269,9.0,16,16.0,1983,0.219006007,B,B,28,6746,3,,1,4,B
11110,6,2.0,68.78647693082121,,0.0,4,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
16231,6,1.0,48.659432278157865,,1.0,14,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3382,3,2.0,47.193251589009726,28.03635554949861,6.0,5,5.0,1968,0.050900058,B,B,43,10621,1,30.0,2,3,B
8532,99,2.0,52.15652933727925,30.095966385142685,8.0,18,17.0,2000,0.012338886,B,B,35,5776,1,2078.0,2,4,B
9533,96,1.0,40.780641483400494,21.004111138878027,10.0,5,12.0,2006,0.041116354,B,B,53,14892,4,,1,4,B
12977,88,3.0,63.74393478952564,44.016104890185424,6.0,2,12.0,1975,0.127375905,B,B,43,8429,3,,3,9,B
5000,32,3.0,64.73155658554478,45.63450312879765,7.0,3,9.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B
6621,70,2.0,46.814579160441134,30.380735232537,5.0,5,9.0,1977,0.002211665,B,B,39,7614,3,,1,5,A
7927,31,2.0,73.79121963511314,39.009449301848825,13.0,5,18.0,2015,0.151346216,B,A,32,5889,10,830.0,4,1,B
7664,6,2.0,61.38585485200062,61.57963442092511,1.0,11,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
15147,6,2.0,63.367317200458295,40.99588011533297,10.0,4,17.0,2018,0.243204519,B,B,5,1564,0,540.0,0,0,B
9973,179,1.0,33.076742495306426,22.671871065771523,5.0,4,5.0,1963,0.319809354,B,B,25,4756,16,2857.0,5,8,B
8880,18,2.0,59.33802441703175,36.676428118209095,10.0,6,17.0,1996,0.0,B,B,30,5562,0,,0,5,A
10617,6,2.0,65.7063870935295,,1.0,14,1.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B
3535,8,2.0,46.3381131114506,31.108219615275072,5.0,5,5.0,1966,0.458174486,B,A,26,4439,1,1130.0,1,5,B
14196,113,3.0,138.4092130323767,,1.0,19,18.0,2016,0.050755569,B,B,24,5469,1,145.0,0,1,B
3648,8,1.0,41.92266325735349,40.14466501165563,8.0,7,17.0,1991,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4620,121,2.0,44.1058591687604,28.474609055991596,5.0,4,5.0,1962,0.049863387,B,B,18,3746,9,75.0,3,1,B
6380,41,2.0,56.912521103056726,29.876154184933053,8.0,5,12.0,1983,0.127811589,B,B,28,7287,5,320.0,1,3,B
7671,7,3.0,78.69352057693797,47.47112491154103,10.0,9,17.0,2004,0.130617806,B,B,39,10418,9,900.0,1,9,B
16615,56,2.0,60.81543935785486,34.97551812590359,10.0,14,17.0,1987,0.0,B,B,23,5067,4,,2,6,B
6175,54,1.0,56.74966456352562,41.93418133115168,10.0,14,17.0,2016,0.006076152,B,B,30,5285,0,645.0,6,6,B
6683,9,3.0,87.91666659104847,,1.0,5,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
1476,12,1.0,41.83742401125364,21.046614333888645,8.0,14,16.0,1981,0.090799103,B,B,74,19083,2,,5,15,B
3843,20,2.0,38.476694797277176,23.750168536329163,6.0,12,12.0,1966,0.019508796,B,B,37,7687,11,176.0,5,5,B
1602,155,1.0,44.138583292663135,20.289670724167248,9.0,5,6.0,1930,0.042307271,B,B,17,2810,9,4849.0,3,6,B
14649,22,1.0,37.61490240301016,21.109430798797284,7.0,8,17.0,1988,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9236,1,2.0,62.063715062405,65.54714336696316,0.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
15226,87,1.0,36.23750837439579,22.74873653608414,6.0,7,9.0,1982,0.100455735,B,B,43,7227,0,,1,6,A
10424,60,2.0,41.89232137317754,28.715831824100107,5.0,10,8.0,1960,0.21843974,B,B,21,4472,6,1450.0,4,7,A
725,58,2.0,49.8826433899298,33.43278170333575,6.0,6,14.0,1972,0.31019913,B,B,11,2748,1,,0,0,B
3113,80,1.0,36.452012579147,20.662026559113084,6.0,8,12.0,1975,0.0077202819999999,B,B,38,4788,2,,0,4,B
14986,1,2.0,70.84260158478723,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
13193,12,2.0,53.312228326758095,33.794068031118044,8.0,3,14.0,1993,0.090799103,B,B,74,19083,2,,5,15,B
9018,152,4.0,87.9697387567372,63.39276949224817,7.0,2,5.0,1933,0.042031587,B,B,37,6856,84,1940.0,2,5,B
675,64,2.0,47.039400921266136,30.17224410885496,6.0,3,9.0,1975,0.002211665,B,B,39,7614,3,,1,5,A
4097,134,1.0,34.79956645506512,20.231580743695947,8.0,8,1.0,2019,0.212515361,B,B,19,3293,16,628.0,3,7,B
9535,1,1.0,48.46091242243136,,0.0,13,0.0,1977,0.007122317,B,B,1,264,0,,0,1,B
821,46,2.0,47.57343923240528,30.57739952226616,6.0,9,9.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
7039,96,3.0,77.61501016978387,45.03516624063794,10.0,8,14.0,1995,0.041116354,B,B,53,14892,4,,1,4,B
16365,178,2.0,55.00290277599888,31.77007100206686,9.0,10,12.0,1976,0.212515361,B,B,19,3293,16,628.0,3,7,B
14875,44,2.0,73.0469529471514,38.91277186924153,1.0,7,12.0,1977,0.036122292,B,B,24,4378,0,1036.0,1,1,B
14834,27,3.0,56.310351326127424,,0.0,19,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
13107,5,3.0,61.1866008540353,44.568950109018594,5.0,14,12.0,1973,0.150817539,B,B,16,3433,4,2643.0,4,5,B
11045,95,1.0,46.78767674845995,,0.0,5,0.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
10478,6,3.0,80.9861042067384,77.53481112705556,1.0,10,1.0,2013,0.243204519,B,B,5,1564,0,540.0,0,0,B
9851,25,1.0,36.09594407739888,20.39146147105411,6.0,7,5.0,1987,0.069753361,B,B,53,13670,4,,1,11,B
3906,30,1.0,43.901344559400655,,1.0,12,12.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
14252,142,3.0,60.73491220876869,47.14989471541135,5.0,9,9.0,1968,0.051942062,B,B,17,4017,7,800.0,2,0,B
2578,103,3.0,64.49517250670618,45.78679809799176,6.0,6,9.0,1968,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
14463,66,3.0,81.19881647278656,46.71482019471125,10.0,13,23.0,2002,0.111627393,B,B,50,12238,8,1970.0,2,3,B
12445,68,2.0,55.56344397485308,34.530216364657555,9.0,3,8.0,1962,0.081943463,B,B,20,2738,20,,1,4,B
7510,44,2.0,54.39922301983204,32.995435802809595,8.0,18,16.0,1985,0.122190486,B,B,25,4724,2,1308.0,1,3,B
12564,118,3.0,83.59215456844359,52.071735954421776,8.0,7,9.0,1965,0.21843974,B,B,21,4472,6,1450.0,4,7,A
746,74,1.0,53.83705552291424,,1.0,8,17.0,1977,0.309479124,B,B,35,7715,4,990.0,0,6,B
12629,99,3.0,59.40004082193517,46.32940463524878,5.0,7,9.0,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3543,120,1.0,42.54209203640937,20.162828488856547,8.0,17,17.0,1997,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
1872,30,2.0,52.44905662805961,52.79834949331681,1.0,17,17.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
395,8,1.0,36.90442755817481,18.064181600946423,6.0,9,9.0,1968,0.43788524,B,B,23,5735,3,1084.0,0,5,B
7286,9,1.0,46.228912083029385,,1.0,12,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
3275,37,1.0,61.64644399390726,20.153498685780303,16.0,9,10.0,2011,0.127811589,B,B,28,7287,5,320.0,1,3,B
14583,6,1.0,39.81527387331845,21.51900604708097,1.0,14,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
7031,6,1.0,37.23972150562901,41.385675977757366,0.0,16,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3536,138,1.0,34.05937642895892,23.529305891997627,6.0,10,9.0,1973,0.195781053,B,B,23,5212,6,,3,2,B
8905,47,2.0,56.22695895519799,31.77024040828765,8.0,21,25.0,2013,0.197367951,B,B,8,2423,1,32.0,0,1,B
7303,109,1.0,34.6554168521149,20.430824143388516,5.0,5,5.0,1962,0.1363303,B,B,30,6141,10,262.0,3,6,B
2690,9,2.0,46.9060602839888,32.200356005356504,7.0,5,5.0,1979,0.161531741,B,B,25,5648,1,30.0,2,4,B
8690,33,1.0,38.057705767379495,21.864748957103146,9.0,10,14.0,1974,0.050272014,B,B,21,4231,14,1020.0,0,3,B
1411,84,2.0,40.80752091056026,27.676670006248685,5.0,2,8.0,1962,0.006076152,B,B,30,5285,0,645.0,6,6,B
16789,128,2.0,56.85609336931938,30.515712245388013,8.0,9,14.0,1998,0.041116354,B,B,53,14892,4,,1,4,B
8594,101,1.0,37.62567492069478,19.47101763257688,8.0,4,5.0,1962,0.225824954,A,B,41,6558,7,1548.0,3,2,B
1107,103,1.0,29.93393593482247,19.4615359263554,5.0,5,5.0,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B
6866,84,2.0,45.24649489942665,33.3480027684782,6.0,2,9.0,1982,0.149666373,B,B,22,4789,2,4087.0,4,1,B
10291,32,1.0,39.135254121898015,20.144385046994515,9.0,3,14.0,1975,0.135649789,B,B,46,7960,6,350.0,3,11,B
13646,9,2.0,58.69712170091629,33.87381509241408,9.0,16,17.0,1994,0.069753361,B,B,53,13670,4,,1,11,B
6542,6,2.0,55.84996524830046,33.65861645540995,9.0,13,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
13280,21,3.0,54.55015221777687,38.809645637029696,6.0,9,9.0,1976,0.034331497,B,B,25,5487,3,,0,4,B
15009,62,1.0,35.2650435064044,19.993805615751807,7.0,13,12.0,1974,0.002211665,B,B,39,7614,3,,1,5,A
